zip,lat,lng
11692,40.594154,-73.791986
11693,40.591662,-73.809668
11694,40.575314,-73.851235
11697,40.557132,-73.913722
11701,40.682451,-73.414382
11702,40.636151,-73.383775
11703,40.732676,-73.325003
11704,40.715775,-73.359257
11705,40.743264,-73.05585
11706,40.710632,-73.242913
11709,40.906313,-73.558244
11710,40.672203,-73.534825
11713,40.778396,-72.942761
11714,40.742649,-73.486164
11715,40.750968,-73.034924
11716,40.777011,-73.13509
11717,40.784072,-73.252235
11718,40.716435,-73.261514
11719,40.776671,-72.907833
11720,40.87024,-73.082046
11721,40.902425,-73.371427
11722,40.78358,-73.196618
11724,40.864322,-73.456406
11725,40.840584,-73.280817
11726,40.678993,-73.394445
11727,40.880174,-73.003691
11729,40.761136,-73.32526
11730,40.727603,-73.18495
11731,40.862614,-73.31704
11732,40.842406,-73.539303
11733,40.940235,-73.11278
11735,40.732747,-73.432789
11738,40.837767,-73.037682
11739,40.710579,-73.165716
11740,40.865347,-73.361205
11741,40.794727,-73.070427
11742,40.810354,-73.041875
11743,40.883412,-73.423563
11746,40.814268,-73.362276
11747,40.783762,-73.409295
11749,40.806766,-73.170802
11751,40.730486,-73.213924
11752,40.758346,-73.174234
11753,40.789721,-73.541036
11754,40.885566,-73.249901
11755,40.857817,-73.116844
11756,40.724512,-73.516326
11757,40.689009,-73.37335
11758,40.653822,-73.457076
11762,40.682744,-73.446664
11763,40.825275,-72.982436
11764,40.92986,-72.973063
11765,40.882132,-73.558968
11766,40.939219,-73.018666
11767,40.847754,-73.145703
11768,40.923631,-73.339309
11769,40.734504,-73.125222
11770,40.649645,-73.140324
11771,40.87373,-73.5253
11772,40.76178,-72.987407
11776,40.913456,-73.045674
11777,40.956068,-73.066659
11778,40.948046,-72.937093
11779,40.812958,-73.11449
11780,40.911113,-73.172509
11782,40.736729,-73.079999
11783,40.677612,-73.490014
11784,40.868615,-73.042202
11786,40.951398,-72.888417
11787,40.852924,-73.21126
11788,40.818085,-73.21319
11789,40.962028,-72.971008
11790,40.907804,-73.127479
11791,40.827771,-73.502767
11792,40.955033,-72.825569
11793,40.647228,-73.51146
11794,40.91919,-73.125015
11795,40.709005,-73.296337
11796,40.731247,-73.099419
11797,40.820208,-73.47245
11798,40.752632,-73.378372
11801,40.762304,-73.524452
11803,40.781771,-73.473118
11804,40.758116,-73.456946
11901,40.928102,-72.648249
11930,40.991419,-72.114455
11931,40.932628,-72.622259
11932,40.9265,-72.305037
11933,40.942231,-72.765594
11934,40.802046,-72.795166
11935,41.021223,-72.486958
11937,40.994548,-72.198754
11939,41.138956,-72.318687
11940,40.808772,-72.756601
11941,40.829543,-72.723395
11942,40.848578,-72.572159
11944,41.102475,-72.373228
11946,40.864652,-72.518104
11947,40.94301,-72.581883
11948,40.960725,-72.54988
11949,40.866503,-72.804643
11950,40.806142,-72.847182
11951,40.765722,-72.836722
11952,41.001648,-72.547599
11953,40.892509,-72.951175
11954,41.046357,-71.948827
11955,40.813511,-72.823823
11956,40.991089,-72.472124
11957,41.202981,-72.117081
11958,41.039067,-72.464419
11959,40.83029,-72.60976
11960,40.810615,-72.706062
11961,40.903814,-72.88588
11962,40.930895,-72.268719
11963,41.001696,-72.31962
11964,41.049483,-72.302316
11965,41.082501,-72.303379
11967,40.801566,-72.878028
11968,40.900359,-72.428605
11970,40.941972,-72.572477
11971,41.064714,-72.42906
11972,40.822663,-72.700008
11973,40.865846,-72.887206
11975,40.948268,-72.249625
11976,40.929237,-72.34741
11977,40.828481,-72.679186
11978,40.825621,-72.637502
11980,40.831662,-72.924805
94002,37.513447,-122.296824
94005,37.688826,-122.408935
94010,37.571918,-122.375028
94014,37.690686,-122.447738
94015,37.681313,-122.480852
94018,37.505997,-122.473318
94019,37.455666,-122.407966
94020,37.268977,-122.221545
94021,37.250345,-122.249636
94022,37.35536,-122.144935
94024,37.350388,-122.098686
94025,37.451252,-122.182343
94027,37.457072,-122.201058
94028,37.374883,-122.212675
94030,37.59971,-122.4033
94037,37.553301,-122.495834
94038,37.53572,-122.473676
94040,37.380272,-122.085221
94041,37.388239,-122.075351
94043,37.411913,-122.068919
94044,37.606598,-122.47723
94060,37.247137,-122.273493
94061,37.461147,-122.236948
94062,37.422531,-122.28582
94063,37.493306,-122.195606
94065,37.533418,-122.249558
94066,37.625389,-122.432356
94070,37.496469,-122.272556
94074,37.331714,-122.341466
94080,37.655175,-122.418384
94085,37.388617,-122.017933
94086,37.371634,-122.023202
94087,37.351615,-122.03668
94089,37.412402,-122.015605
94102,37.779562,-122.419293
94103,37.772983,-122.411343
94104,37.791412,-122.402129
94105,37.791575,-122.393733
94107,37.758547,-122.39954
94108,37.791886,-122.408517
94109,37.794485,-122.42227
94110,37.750021,-122.415201
94111,37.798359,-122.399201
94112,37.720546,-122.443166
94114,37.758208,-122.435556
94115,37.786029,-122.437366
94116,37.745399,-122.486065
94117,37.770051,-122.44428
94118,37.780146,-122.46153
94121,37.778591,-122.495912
94122,37.760459,-122.483894
94123,37.802045,-122.433969
94124,37.728995,-122.381315
94127,37.736027,-122.457207
94128,37.621955,-122.383797
94129,37.79734,-122.464466
94130,37.819655,-122.36866
94131,37.745917,-122.441473
94132,37.722214,-122.484083
94133,37.801962,-122.411
94134,37.718849,-122.411297
94158,37.772534,-122.388384
94188,37.74071,-122.380921
94301,37.444218,-122.149855
94303,37.457883,-122.115097
94304,37.397253,-122.166979
94305,37.418256,-122.170871
94306,37.4162,-122.130858
94401,37.575172,-122.319881
94402,37.540103,-122.330103
94403,37.538449,-122.305447
94404,37.555999,-122.267679
94501,37.774712,-122.278097
94502,37.739495,-122.239465
94503,38.187926,-122.223647
94505,37.871268,-121.596984
94506,37.806426,-121.902424
94507,37.85429,-122.006599
94508,38.585784,-122.444202
94509,37.992003,-121.812566
94510,38.113205,-122.119708
94511,38.02813,-121.629851
94512,38.13115,-121.821736
94513,37.924899,-121.686724
94514,37.825646,-121.634353
94515,38.635718,-122.615085
94516,37.827495,-122.1663
94517,37.891077,-121.893056
94518,37.950521,-122.022078
94519,37.988804,-122.012764
94520,37.993028,-122.035251
94521,37.95291,-121.969696
94523,37.954163,-122.075772
94525,38.048073,-122.229208
94526,37.814734,-121.984525
94528,37.841477,-121.958154
94530,37.920742,-122.300635
94531,37.956648,-121.77779
94533,38.280745,-122.00638
94534,38.241946,-122.118272
94535,38.270937,-121.937017
94536,37.570508,-121.98125
94538,37.501368,-121.956753
94539,37.516292,-121.911891
94541,37.673757,-122.087823
94542,37.65532,-122.025826
94544,37.633507,-122.056772
94545,37.629761,-122.124238
94546,37.745399,-122.103127
94547,38.006586,-122.25716
94548,37.974295,-121.651441
94549,37.901137,-122.119081
94550,37.519983,-121.575595
94551,37.750512,-121.749249
94552,37.705778,-122.007585
94553,37.978299,-122.157109
94555,37.547594,-122.09822
94556,37.831971,-122.105922
94558,38.389135,-122.188412
94559,38.251125,-122.296089
94560,37.504253,-122.03191
94561,37.993485,-121.691219
94562,38.430651,-122.408853
94563,37.873867,-122.205312
94564,37.990555,-122.272499
94565,38.008595,-121.928315
94566,37.648731,-121.848024
94567,38.667018,-122.407012
94568,37.715966,-121.901141
94569,38.044092,-122.191943
94571,38.152071,-121.759773
94572,38.023858,-122.232788
94573,38.458864,-122.428831
94574,38.542448,-122.419923
94575,37.840961,-122.109502
94576,38.549256,-122.4758
94577,37.716659,-122.169274
94578,37.706765,-122.125565
94579,37.6865,-122.157215
94580,37.678001,-122.133367
94582,37.765347,-121.915432
94583,37.771693,-121.989829
94585,38.191832,-121.938269
94586,37.567125,-121.852246
94587,37.590008,-122.075187
94588,37.792648,-121.862807
94589,38.141467,-122.24687
94590,38.095789,-122.249689
94591,38.127191,-122.196855
94592,38.090998,-122.285418
94595,37.872087,-122.068971
94596,37.889009,-122.036778
94597,37.917697,-122.071818
94598,37.916916,-122.014917
94599,38.399483,-122.380238
94601,37.77576,-122.218572
94602,37.805235,-122.204229
94603,37.739266,-122.175548
94605,37.761408,-122.150198
94606,37.791366,-122.244513
94607,37.808842,-122.304697
94608,37.836844,-122.289143
94609,37.834816,-122.264195
94610,37.812329,-122.240377
94611,37.831917,-122.215793
94612,37.807709,-122.266857
94613,37.78072,-122.183029
94618,37.844821,-122.238552
94619,37.792612,-122.160084
94621,37.75113,-122.210178
94702,37.866321,-122.286348
94703,37.863715,-122.275684
94704,37.866417,-122.260922
94705,37.865205,-122.238384
94706,37.889698,-122.295858
94707,37.89836,-122.27909
94708,37.903067,-122.26194
94709,37.878291,-122.266252
94710,37.863923,-122.306465
94720,37.871957,-122.252198
94801,37.949245,-122.397198
94803,37.95684,-122.282358
94804,37.915463,-122.337815
94805,37.942209,-122.323545
94806,37.978427,-122.336418
94901,37.980709,-122.500606
94903,38.02213,-122.55881
94904,37.947225,-122.551775
94920,37.886768,-122.462619
94922,38.356806,-122.950945
94923,38.339415,-123.034525
94924,37.966904,-122.738816
94925,37.931846,-122.507738
94928,38.34593,-122.693507
94929,38.254528,-122.962371
94930,37.969793,-122.61533
94931,38.325172,-122.716977
94933,38.017502,-122.688148
94937,38.116482,-122.930353
94938,38.030237,-122.729513
94939,37.938252,-122.535948
94940,38.203971,-122.891482
94941,37.924775,-122.600183
94945,38.122687,-122.553142
94946,38.074734,-122.695265
94947,38.1062,-122.624985
94949,38.060094,-122.50641
94950,38.021161,-122.761734
94951,38.322548,-122.644894
94952,38.234553,-122.760385
94954,38.23501,-122.557369
94956,38.021454,-122.81817
94957,37.963421,-122.561808
94960,37.997023,-122.578338
94963,38.00761,-122.664748
94964,37.940595,-122.490712
94965,37.837347,-122.527482
94970,37.925882,-122.659833
94971,38.233029,-122.896959
94972,38.336642,-122.939307
94973,38.012591,-122.6394
95002,37.438672,-122.011582
95003,37.0067,-121.878207
95004,36.874755,-121.630732
95005,37.098363,-122.089295
95006,37.171267,-122.149524
95007,37.110125,-122.114345
95008,37.279173,-121.955565
95010,36.976355,-121.954723
95012,36.788828,-121.734889
95013,37.215315,-121.739614
95014,37.308354,-122.081882
95017,37.094684,-122.237466
95018,37.083874,-122.059898
95019,36.935853,-121.784476
95020,37.01621,-121.559418
95023,36.919993,-121.322188
95030,37.221646,-121.983242
95032,37.18014,-121.901553
95033,37.158275,-121.973678
95035,37.440397,-121.874693
95037,37.13182,-121.681247
95039,36.827745,-121.76529
95041,37.050534,-122.058279
95043,36.518177,-120.982913
95045,36.825807,-121.518565
95046,37.099308,-121.59924
95050,37.350431,-121.952405
95051,37.348311,-121.984435
95053,37.348462,-121.937271
95054,37.3931,-121.964796
95060,36.9932,-122.0984
95062,36.973969,-121.989846
95064,36.991596,-122.058868
95065,37.032242,-121.984402
95066,37.067198,-122.014521
95070,37.254929,-122.052181
95073,37.04068,-121.93174
95075,36.793553,-121.191975
95076,36.945781,-121.756058
95110,37.346572,-121.909747
95111,37.283853,-121.826869
95112,37.344599,-121.88344
95113,37.334013,-121.890443
95116,37.350471,-121.852554
95117,37.310072,-121.962184
95118,37.255364,-121.891912
95119,37.226971,-121.788682
95120,37.185746,-121.842738
95121,37.304611,-121.809773
95122,37.329224,-121.834821
95123,37.244238,-121.831604
95124,37.256831,-121.922815
95125,37.295599,-121.894071
95126,37.326922,-121.916779
95127,37.371671,-121.787097
95128,37.315884,-121.936431
95129,37.305958,-122.00072
95130,37.277676,-121.986238
95131,37.387267,-121.897948
95132,37.418446,-121.787978
95133,37.371723,-121.860556
95134,37.430021,-121.945263
95135,37.223357,-121.525695
95136,37.271379,-121.852512
95138,37.245612,-121.748865
95139,37.224877,-121.763856
95140,37.351498,-121.640881
95148,37.333429,-121.781668
95202,37.959736,-121.288287
95203,37.954302,-121.32932
95204,37.973736,-121.319246
95205,37.964578,-121.259841
95206,37.908471,-121.395306
95207,38.002125,-121.324979
95209,38.046863,-121.352802
95210,38.031786,-121.297886
95211,37.980264,-121.311149
95212,38.049939,-121.23297
95215,37.949395,-121.157059
95219,38.037428,-121.512498
95220,38.200231,-121.235031
95221,38.072286,-120.548466
95222,38.05133,-120.590173
95223,38.446323,-119.812958
95224,38.231324,-120.322688
95225,38.202552,-120.864148
95226,38.237473,-120.86645
95227,38.210353,-121.051256
95228,37.907265,-120.688327
95230,37.99765,-120.894682
95231,37.873793,-121.290146
95232,38.360526,-120.577243
95233,38.186187,-120.368557
95236,38.044271,-121.039254
95237,38.153954,-121.146561
95240,38.123544,-121.159078
95242,38.137068,-121.384546
95245,38.302747,-120.609465
95246,38.249708,-120.488857
95247,38.136093,-120.443942
95248,38.317709,-120.461112
95249,38.18995,-120.619555
95251,38.080062,-120.45358
95252,38.158628,-120.843247
95253,38.147169,-121.195284
95254,38.199838,-120.964242
95255,38.419852,-120.480023
95257,38.379926,-120.468017
95258,38.172065,-121.308915
95301,37.306149,-120.655999
95303,37.470288,-120.671083
95304,37.680641,-121.381561
95305,37.815927,-120.361092
95306,37.362898,-120.119424
95307,37.555809,-120.953852
95309,37.87142,-120.432387
95310,38.085839,-120.37855
95311,37.705686,-120.091035
95312,37.421071,-120.652983
95313,37.417958,-121.051042
95315,37.422791,-120.774354
95316,37.539625,-120.668689
95317,37.12738,-120.506433
95318,37.666045,-119.807549
95319,37.629004,-120.885131
95320,37.818556,-121.006905
95321,37.931691,-119.836151
95322,37.18197,-121.019969
95323,37.604536,-120.68369
95324,37.393149,-120.898989
95325,37.480803,-120.244862
95326,37.589098,-120.855436
95327,37.84753,-120.486557
95328,37.558036,-120.909415
95329,37.67763,-120.41805
95330,37.81345,-121.317273
95333,37.244674,-120.242741
95334,37.349677,-120.751284
95335,38.124887,-120.093146
95336,37.830267,-121.20102
95337,37.743039,-121.23838
95338,37.507011,-119.983789
95340,37.340087,-120.406406
95341,37.231045,-120.501072
95345,37.590894,-119.96346
95346,38.070475,-120.173353
95348,37.420522,-120.499608
95350,37.67173,-121.007285
95351,37.624124,-120.997319
95354,37.639029,-120.964772
95355,37.672906,-120.946594
95356,37.718573,-121.032309
95357,37.671153,-120.886268
95358,37.611634,-121.107858
95360,37.326002,-121.038891
95361,37.79219,-120.785662
95363,37.373888,-121.251453
95364,38.2247,-119.759979
95365,37.301183,-120.331482
95366,37.762766,-121.125277
95367,37.7297,-120.946758
95368,37.713269,-121.085404
95369,37.525404,-120.40425
95370,37.984401,-120.348066
95372,37.991289,-120.262791
95374,37.316807,-120.855753
95375,38.225689,-119.960116
95376,37.736819,-121.433998
95377,37.674004,-121.516857
95379,37.966386,-120.212648
95380,37.47423,-120.875248
95382,37.527558,-120.851106
95383,38.092995,-120.232807
95385,37.609821,-121.248495
95386,37.66729,-120.622092
95387,37.554375,-121.244651
95388,37.421299,-120.599587
95389,37.784127,-119.428263
95391,37.78079,-121.598048
95401,38.449137,-122.793752
95403,38.503685,-122.754057
95404,38.525733,-122.690443
95405,38.438136,-122.669057
95407,38.394656,-122.745932
95409,38.468485,-122.582138
95410,39.23494,-123.699854
95412,38.712606,-123.314146
95415,39.020509,-123.367549
95417,39.687908,-123.650699
95419,38.423469,-122.958181
95420,39.359358,-123.766011
95421,38.583569,-123.18267
95422,38.985515,-122.642535
95423,39.067376,-122.62972
95425,38.823053,-123.063859
95426,38.833425,-122.734061
95427,39.253239,-123.569247
95428,39.824803,-123.179609
95429,39.756049,-123.358701
95430,38.461425,-123.047186
95431,38.349069,-122.516176
95432,39.108492,-123.64542
95435,39.003149,-122.874798
95436,38.486828,-122.905617
95437,39.443949,-123.68592
95439,38.490556,-122.775906
95441,38.721626,-123.047292
95442,38.378218,-122.516487
95443,39.050131,-122.739631
95444,38.432624,-122.869241
95445,38.83252,-123.472532
95446,38.519427,-123.010679
95448,38.622985,-122.889121
95449,38.936137,-123.119445
95450,38.509805,-123.208042
95451,38.922136,-122.789564
95452,38.429598,-122.536744
95453,39.045931,-122.941077
95454,39.784048,-123.49579
95456,39.258886,-123.759164
95457,38.924036,-122.549083
95458,39.109008,-122.777635
95459,38.976628,-123.604854
95460,39.305245,-123.748616
95461,38.754006,-122.55211
95462,38.473361,-123.021541
95463,39.18956,-123.580591
95464,39.126246,-122.847075
95465,38.417342,-123.046012
95466,39.056924,-123.505651
95467,38.812954,-122.548099
95468,38.918887,-123.605684
95469,39.398936,-123.075253
95470,39.299023,-123.239243
95471,38.532224,-122.97359
95472,38.398815,-122.861923
95476,38.255842,-122.460908
95480,38.684685,-123.368051
95482,39.136804,-123.261089
95485,39.20847,-122.92572
95486,38.474137,-123.024203
95488,39.727177,-123.789174
95490,39.47932,-123.34816
95492,38.530486,-122.811835
95493,39.222323,-122.985488
95494,38.896447,-123.343183
95497,38.725274,-123.458314
95501,40.80201,-124.144824
95503,40.738403,-124.107815
95511,40.166028,-123.584144
95514,40.286741,-123.662286
95519,40.963005,-124.052501
95521,40.843356,-124.045334
95524,40.820835,-124.050022
95525,40.953782,-123.824438
95526,40.461528,-123.676487
95527,40.950917,-123.421121
95528,40.496986,-123.930811
95531,41.862668,-124.130542
95536,40.501241,-124.209928
95537,40.727152,-124.219177
95538,41.868335,-124.154257
95540,40.566787,-124.125976
95542,40.093254,-123.759831
95543,41.888836,-123.802766
95545,40.261551,-124.086134
95546,41.185995,-123.731494
95547,40.569463,-124.077504
95548,41.589864,-124.06069
95549,40.666676,-123.908382
95550,40.78112,-123.835974
95551,40.674987,-124.231146
95552,40.344419,-123.417217
95553,40.231152,-123.868597
95554,40.296384,-123.777138
95555,41.302551,-123.977637
95556,41.307717,-123.587415
95558,40.33758,-124.261177
95559,40.190281,-123.748297
95560,40.142727,-123.838819
95562,40.4412,-124.100415
95563,40.894251,-123.56406
95564,40.79088,-124.204748
95565,40.455186,-124.015198
95567,41.950683,-124.097094
95568,41.484857,-123.491487
95569,40.361364,-123.862122
95570,41.113752,-124.08264
95571,40.365541,-123.94428
95573,40.914926,-123.668723
95585,39.858717,-123.666166
95587,39.969684,-123.75537
95589,40.061443,-123.979797
95595,40.087565,-123.153498
95601,38.424865,-120.830278
95602,38.991491,-121.103544
95603,38.911346,-121.08576
95604,39.238526,-120.071431
95605,38.593521,-121.539867
95606,38.756412,-122.193271
95607,38.830616,-122.126037
95608,38.626935,-121.331191
95610,38.694923,-121.272207
95612,38.384706,-121.578721
95613,38.81263,-120.891712
95614,38.886238,-120.979699
95615,38.310755,-121.541817
95616,38.554147,-121.798514
95618,38.543019,-121.690538
95619,38.680605,-120.814261
95620,38.404935,-121.754379
95621,38.695494,-121.308624
95623,38.632532,-120.844015
95624,38.43415,-121.305874
95625,38.357311,-121.908639
95626,38.733794,-121.489006
95627,38.734513,-122.025346
95628,38.652096,-121.254384
95629,38.512788,-120.687523
95630,38.662781,-121.140107
95631,39.054944,-120.753975
95632,38.274451,-121.259201
95633,38.849203,-120.822384
95634,38.900629,-120.706782
95635,38.910748,-120.908621
95636,38.611654,-120.48682
95637,38.853015,-122.27287
95638,38.342678,-121.070132
95639,38.40854,-121.495365
95640,38.341467,-120.940112
95641,38.155571,-121.604816
95642,38.343506,-120.763948
95645,38.894035,-121.796808
95646,38.631743,-120.015362
95648,38.922812,-121.312005
95650,38.809175,-121.171375
95651,38.820884,-120.93519
95652,38.662638,-121.400828
95653,38.697075,-121.978414
95655,38.549228,-121.278598
95658,38.881183,-121.169014
95659,38.858745,-121.589913
95660,38.678867,-121.3805
95661,38.741274,-121.249266
95662,38.689174,-121.218435
95663,38.857372,-121.182526
95664,38.801281,-121.037856
95665,38.395176,-120.652755
95666,38.541376,-120.329097
95667,38.733395,-120.791347
95668,38.827555,-121.495182
95669,38.489518,-120.891642
95670,38.604268,-121.280327
95671,38.694464,-121.153753
95672,38.72226,-120.992955
95673,38.690518,-121.465662
95674,38.953949,-121.481896
95675,38.545458,-120.742909
95676,38.87433,-121.713844
95677,38.79292,-121.232006
95678,38.765353,-121.288473
95679,38.916595,-122.285276
95680,38.241412,-121.57832
95681,38.998092,-121.354198
95682,38.598969,-120.963066
95683,38.511992,-121.096261
95684,38.566104,-120.501215
95685,38.434012,-120.762015
95686,38.157794,-121.520223
95687,38.333133,-121.920151
95688,38.421343,-122.030124
95689,38.470889,-120.615679
95690,38.203404,-121.626239
95691,38.627951,-121.593287
95692,39.043066,-121.409804
95693,38.398531,-121.21951
95694,38.57166,-122.064168
95695,38.694038,-121.852932
95697,38.732881,-121.807195
95698,38.816357,-121.91077
95699,38.436774,-120.857624
95701,39.226549,-120.767022
95703,38.989027,-120.987775
95709,38.749032,-120.690916
95713,39.081347,-120.93239
95714,39.201159,-120.836798
95715,39.276651,-120.644012
95717,39.142594,-120.842689
95720,38.850937,-120.251267
95721,38.81614,-120.095999
95722,39.009801,-121.034707
95726,38.761976,-120.413495
95728,39.294653,-120.401407
95735,38.840287,-120.150294
95736,39.039122,-120.977494
95742,38.562201,-121.2047
95746,38.746924,-121.166434
95747,38.778421,-121.368829
95757,38.331652,-121.436979
95758,38.429667,-121.445213
95762,38.683688,-121.064727
95765,38.819738,-121.278321
95776,38.698692,-121.699462
95811,38.593792,-121.482158
95814,38.580568,-121.49559
95815,38.605628,-121.445453
95816,38.575407,-121.464803
95817,38.550605,-121.457026
95818,38.554487,-121.497058
95819,38.566862,-121.437563
95820,38.53491,-121.444202
95821,38.625693,-121.384916
95822,38.512844,-121.494215
95823,38.474726,-121.442636
95824,38.517435,-121.44144
95825,38.591897,-121.408467
95826,38.543848,-121.378284
95827,38.54836,-121.327497
95828,38.489426,-121.395969
95829,38.489546,-121.323452
95830,38.490508,-121.284171
95831,38.495787,-121.530256
95832,38.447413,-121.496138
95833,38.619049,-121.517552
95834,38.635212,-121.518608
95835,38.668491,-121.525602
95837,38.693765,-121.598941
95838,38.645723,-121.445254
95841,38.660272,-121.348164
95842,38.687038,-121.348865
95843,38.715329,-121.363675
95864,38.584047,-121.375846
95901,39.223939,-121.49405
95903,39.121296,-121.371098
95910,39.462883,-120.829783
95912,39.000399,-122.074234
95913,39.629004,-122.192151
95914,39.407586,-121.378772
95915,39.991368,-121.230731
95916,39.651415,-121.381635
95917,39.435859,-121.763625
95918,39.301229,-121.337929
95919,39.434438,-121.265555
95920,39.449794,-121.936372
95922,39.46673,-121.071865
95923,40.183804,-121.136688
95925,39.484108,-121.192649
95926,39.745772,-121.843923
95928,39.681488,-121.83721
95929,39.725787,-121.850213
95930,39.548715,-121.159878
95932,39.246934,-122.012177
95934,40.0601,-120.907957
95935,39.379344,-121.192261
95936,39.580756,-120.774346
95937,38.884065,-121.998485
95938,39.604713,-121.795288
95939,39.561685,-122.611698
95941,39.516948,-121.273873
95942,39.915994,-121.667031
95943,39.575214,-122.034536
95944,39.54016,-120.851449
95945,39.193267,-120.980122
95946,39.209159,-121.213824
95947,40.159399,-120.844084
95948,39.339264,-121.770785
95949,39.10267,-121.133852
95950,39.043447,-121.918099
95951,39.722512,-122.004433
95953,39.259738,-121.77633
95954,39.854189,-121.577866
95955,39.294516,-122.201715
95956,39.88414,-121.115945
95957,39.052285,-121.825177
95958,39.564204,-121.797937
95959,39.351529,-120.870549
95960,39.441443,-121.016626
95961,39.041333,-121.562835
95962,39.323405,-121.272549
95963,39.747832,-122.30336
95965,39.593945,-121.581363
95966,39.475369,-121.414133
95968,39.435177,-121.551779
95969,39.720742,-121.638663
95970,39.410269,-122.05203
95971,39.929228,-120.924431
95972,39.422772,-121.337648
95973,39.876526,-121.859642
95974,39.497297,-121.755698
95975,39.224325,-121.153696
95977,39.176595,-121.291692
95978,39.908439,-121.529616
95979,39.290302,-122.475519
95981,39.652827,-121.039944
95982,39.173231,-121.805673
95983,40.058261,-120.738932
95984,39.982778,-121.127623
95986,39.361516,-120.765192
95987,39.103611,-122.247003
95988,39.497191,-122.287568
95991,39.015503,-121.611202
95993,39.082497,-121.680114
